Commune,Region,Departement,Nom_monument,Siecle,Latitude,Longitude;
Pont-Saint-Esprit,Occitanie,Gard,Eglise paroissiale Saint-Saturnin,15e siecle,44.2574644402, 4.65082373894;
Sauve,Occitanie,Gard,Maison Poch,15e siecle,43.9407505809, 3.94841922971;
Margon,Occitanie,Herault,Domaine,15e siecle,43.4866500638, 3.30568666961;
Cazouls-d'Herault,Occitanie,Herault,Chateau ancienne maison des Templiers,15e siecle,43.5064016087, 3.45658415878 ancienne maison des Templiers,15e siecle,43.5064016087, 3.45658415878;
Cessenon-sur-Orb,Occitanie,Herault,Eglise paroissiale Saint-Pierre de la Salle,15e siecle,43.449294289, 3.04893304785;
Siran,Occitanie,Herault,Eglise Saint-Baudile,15e siecle,43.3122685514, 2.66012947265;
Montpellier,Occitanie,Herault,Ancien logis du Chapeau Rouge,15e siecle,43.6138206588, 3.87998417598;
Candillargues,Occitanie,Herault,Eglise Saint-Blaise,15e siecle,43.6197308645, 4.06910707825;
Mauguio,Occitanie,Herault,Ancien chateau des comtes-eveques de Melgueil ou Maison Castanier-Rey,15e siecle,43.6148904217, 4.01048924546;
Pezenas,Occitanie,Herault,Ancienne sacristie des Penitents Blancs,15e siecle,43.4603068766, 3.42396477682;
Pezenas,Occitanie,Herault,Chateau de Loubatieres,15e siecle,43.4854793094, 3.40262486884;
Cesseras,Occitanie,Herault,Eglise Saint-Genies,15e siecle,43.325604518, 2.71322772964;
Thaumiers,Centre-Val de Loire,Cher,Chateau de la Foret,15e siecle,46.8235488182, 2.6406686527;
Lere,Centre-Val de Loire,Cher,Maison en bois,15e siecle,47.4707432897, 2.87381271976;
Chassy,Centre-Val de Loire,Cher,Chateau de Villiers,15e siecle,47.040837, 2.837361;
Subligny,Centre-Val de Loire,Cher,Moulin à&nbsp eau de Tirepeine,15e siecle,47.4141804942, 2.72896278242 eau de Tirepeine,15e siecle,47.4141804942, 2.72896278242;
Clemont,Centre-Val de Loire,Cher,Eglise Saint-Etienne,15e siecle,47.5690482527, 2.3057779562;
Vierzon,Centre-Val de Loire,Cher,Maison à&nbsp pans de bois,15e siecle,47.2228794807, 2.07042182219 pans de bois,15e siecle,47.2228794807, 2.07042182219;
Aubigny-sur-Nere,Centre-Val de Loire,Cher,Maison dite des Dames,15e siecle,47.4879947984, 2.43908364676 dite des Dames,15e siecle,47.4879947984, 2.43908364676;
Saint-Hilaire-en-Lignieres,Centre-Val de Loire,Cher,Chateau du Plaix,15e siecle,46.7372679885, 2.17934108633;
Colombiers,Centre-Val de Loire,Cher,Chateau de la Salle,15e siecle,46.7008529258, 2.53648688818;
Venesmes,Centre-Val de Loire,Cher,Ancien chateau d'Aigues-Mortes,15e siecle,46.833224677, 2.33427781268;
La Celle-Conde,Centre-Val de Loire,Cher,Chateau du Plessis,15e siecle,46.7865745936, 2.23085941644;
Vierzon,Centre-Val de Loire,Cher,Maison à&nbsp pans de bois,15e siecle,47.2232062424, 2.06952345954 pans de bois,15e siecle,47.2232062424, 2.06952345954;
Saint-Christophe-le-Chaudry,Centre-Val de Loire,Cher,Chateau de la Foret-Grailly,15e siecle,46.5786202868, 2.36888538251;
Mereau,Centre-Val de Loire,Cher,Chateau de Chevilly,15e siecle,47.1539594372, 2.04171724302;
Villegenon,Centre-Val de Loire,Cher,Eglise Saint-Georges,15e siecle,47.4268677432, 2.6046412592;
Saint-Michel-de-VolangisSaint-Germain-du-Puy,Centre-Val de Loire,Cher,Chateau de Turly,15e siecle,47.123714853, 2.47457884281Saint-Germain-du-Puy,Centre-Val de Loire,Cher,Chateau de Turly,15e siecle,47.123714853, 2.47457884281;
Bourges,Centre-Val de Loire,Cher,Eglise Notre-Dame,15e siecle,47.0868961346, 2.39378292042;
Bourges,Centre-Val de Loire,Cher,Maison Houet dite maison aux Raisins,15e siecle,47.085725495, 2.39814661622 dite maison aux Raisins,15e siecle,47.085725495, 2.39814661622;
Bourges,Centre-Val de Loire,Cher,Fontaine de Fer ou fontaine Saint-Firmin,15e siecle,47.0920344013, 2.4015293057 ou fontaine Saint-Firmin,15e siecle,47.0920344013, 2.4015293057;
Fontaines-en-Sologne,Centre-Val de Loire,Loir-et-Cher,Maison ancienne dite la Communale,15e siecle,47.5093711917, 1.55167662817;
Cellettes,Centre-Val de Loire,Loir-et-Cher,Chateau de Conon,15e siecle,47.5258608022, 1.40160374111;
Chaumont-sur-Loire,Centre-Val de Loire,Loir-et-Cher,Domaine du chateau de Chaumont,15e siecle,47.466108, 1.196353;
Lavardin,Centre-Val de Loire,Loir-et-Cher,Pont sur le Loir,15e siecle,47.740341, 0.884216;
Savigny-sur-Braye,Centre-Val de Loire,Loir-et-Cher,Eglise Saint-Pierre,15e siecle,47.868129, 0.837242;
Mehers,Centre-Val de Loire,Loir-et-Cher,Manoir de Beauregard,15e siecle,47.3256754841, 1.43293203679;
Blois,Centre-Val de Loire,Loir-et-Cher,Maison dite Buvette de la Renaissance,15e siecle,47.5880223391, 1.33217088239;
Cour-Cheverny,Centre-Val de Loire,Loir-et-Cher,Manoir du Vivier,15e siecle,47.5305612311, 1.42953909415;
Baillou,Centre-Val de Loire,Loir-et-Cher,Eglise Saint-Jean-Baptiste,15e siecle,47.983029, 0.855154;
Mer,Centre-Val de Loire,Loir-et-Cher,Chateau de Chantecaille,15e siecle,47.6986874421, 1.52281628094;
Cheverny,Centre-Val de Loire,Loir-et-Cher,Chateau de Troussay,15e siecle,47.491425994, 1.42327112788;
Lorges,Centre-Val de Loire,Loir-et-Cher,Eglise Saint-Martin,15e siecle,47.8233188547, 1.49777289672;
Cande-sur-Beuvron,Centre-Val de Loire,Loir-et-Cher,Chateau de Madon,15e siecle,47.5181728302, 1.28745952705;
Mondoubleau,Centre-Val de Loire,Loir-et-Cher,Ancien manoir de Rocheux,15e siecle,47.989246, 0.89604;
Suevres,Centre-Val de Loire,Loir-et-Cher,Chateau de Diziers,15e siecle,47.6798618703, 1.46110545815;
Montoire-sur-le-Loir,Centre-Val de Loire,Loir-et-Cher,Ancien couvent des Augustins,15e siecle,47.752218, 0.860806;
Marchenoir,Centre-Val de Loire,Loir-et-Cher,Maison dite du Bourreau,15e siecle,47.8230977712, 1.3949523835;
Cande-sur-Beuvron,Centre-Val de Loire,Loir-et-Cher,Chateau de Cande,15e siecle,47.4974351248, 1.25465221417;
Chissay-en-Touraine,Centre-Val de Loire,Loir-et-Cher,Chateau de La Menaudiere,15e siecle,47.3541739555, 1.15647012227;
Vendome,Centre-Val de Loire,Loir-et-Cher,Maison du 15e siecle dite Maison Saint-Martin,15e siecle,47.791849532, 1.06743644039;
Cour-sur-Loire,Centre-Val de Loire,Loir-et-Cher,Maison du 15e siecle,15e siecle,47.6535990297, 1.43197887907;
Mondoubleau,Centre-Val de Loire,Loir-et-Cher,Maison en pans de bois du 15e siecle,15e siecle,47.980416, 0.892903;
Nouan-le-Fuzelier,Centre-Val de Loire,Loir-et-Cher,Chateau de Moleon,15e siecle,47.539579847, 2.0432883621;
Souesmes,Centre-Val de Loire,Loir-et-Cher,Chateau de Souesmes,15e siecle,47.4653593066, 2.17947133617;
Lassay-sur-Croisne,Centre-Val de Loire,Loir-et-Cher,Eglise Saint-Hilaire,15e siecle,47.3740490248, 1.62347756715;
Lavardin,Centre-Val de Loire,Loir-et-Cher,Maison dite de Florent Tissart,15e siecle,47.74245, 0.887267;
Romorantin-Lanthenay,Centre-Val de Loire,Loir-et-Cher,Maison à&nbsp pans de bois,15e siecle,47.356898237, 1.74459127357 pans de bois,15e siecle,47.356898237, 1.74459127357;
Mennetou-sur-Cher,Centre-Val de Loire,Loir-et-Cher,Maison en pans de bois au pied de la Porte d'En-Haut,15e siecle,47.2700169589, 1.86566880858;
Blois,Centre-Val de Loire,Loir-et-Cher,Maison de l'Acrobate,15e siecle,47.5881010438, 1.33495337195;
Bourre,Centre-Val de Loire,Loir-et-Cher,Eglise Saint-Germain,15e siecle,47.3460393618, 1.21992267682;
Saint-Aignan,Centre-Val de Loire,Loir-et-Cher,Maison Patin,15e siecle,47.2692174455, 1.37677371488;
Suevres,Centre-Val de Loire,Loir-et-Cher,Chateau des Forges,15e siecle,47.6668411037, 1.46484923604;
Renay,Centre-Val de Loire,Loir-et-Cher,Chateau de Renay,15e siecle,47.8417772485, 1.16544813766;
Ange,Centre-Val de Loire,Loir-et-Cher,Ancien chateau,15e siecle,47.322395981, 1.24503644924;
Brevainville,Centre-Val de Loire,Loir-et-Cher,Eglise Saint-Medard,15e siecle,47.9531533001, 1.28470046444;
Saint-Viatre,Centre-Val de Loire,Loir-et-Cher,Calvaire couvert,15e siecle,47.5256546106, 1.93379602505;
Montrichard,Centre-Val de Loire,Loir-et-Cher,Deux maisons en bois du 15e siecle,15e siecle,47.3430462978, 1.18621672678;
Onzain,Centre-Val de Loire,Loir-et-Cher,Eglise Saint-Gervais Saint-Portais,15e siecle,47.5001872692, 1.17336154902;
Fontaines-en-Sologne,Centre-Val de Loire,Loir-et-Cher,Maison en pans de bois cote route de Veillens,15e siecle,47.5091267684, 1.55050902386 cote route de Veillens,15e siecle,47.5091267684, 1.55050902386;
Vendome,Centre-Val de Loire,Loir-et-Cher,Tour Saint-Martin,15e siecle,47.791668981, 1.06681432425;
Blois,Centre-Val de Loire,Loir-et-Cher,Cloitre Saint-Saturnin dans l'hospice du faubourg de Vienne,15e siecle,47.5816661513, 1.33757968512;
Nogent-le-Roi,Centre-Val de Loire,Eure-et-Loir,Maison à&nbsp pans de bois,15e siecle,48.6482129457, 1.53236257251 pans de bois,15e siecle,48.6482129457, 1.53236257251;
Cloyes-sur-le-Loir,Centre-Val de Loire,Eure-et-Loir,Eglise Saint-Georges,15e siecle,47.9978898968, 1.23639767797;
Saint-Remy-sur-Avre,Centre-Val de Loire,Eure-et-Loir,Eglise Saint-Remy,15e siecle,48.7624330299, 1.24194117668;
Chartres,Centre-Val de Loire,Eure-et-Loir,Vestiges de la porte Guillaume,15e siecle,48.4468699965, 1.49351752471;
Nogent-le-Roi,Centre-Val de Loire,Eure-et-Loir,Maison à&nbsp pans de bois,15e siecle,48.6481002003, 1.53220906263 pans de bois,15e siecle,48.6481002003, 1.53220906263;
Chateaudun,Centre-Val de Loire,Eure-et-Loir,Ancienne chapelle dite Notre-Dame du Champde,15e siecle,48.0679884252, 1.33448788134;
Les Etilleux,Centre-Val de Loire,Eure-et-Loir,Chateau du Grand Frenay,15e siecle,48.242168, 0.813918;
Brezolles,Centre-Val de Loire,Eure-et-Loir,Eglise Saint-Nicolas,15e siecle,48.6920037607, 1.07144239646;
Brou,Centre-Val de Loire,Eure-et-Loir,Maison du 15e siecle,15e siecle,48.2093501519, 1.16753552383;
Courville-sur-Eure,Centre-Val de Loire,Eure-et-Loir,Eglise Saint-Pierre,15e siecle,48.4483275282, 1.24720209482;
Chateaudun,Centre-Val de Loire,Eure-et-Loir,Ancien couvent des Cordeliers,15e siecle,48.0676108794, 1.33077711435;
Brou,Centre-Val de Loire,Eure-et-Loir,Maison à&nbsp pans de bois,15e siecle,48.2102725441, 1.16616986459 pans de bois,15e siecle,48.2102725441, 1.16616986459;
Crecy-Couve,Centre-Val de Loire,Eure-et-Loir,Eglise paroissiale Saint-Eloi-Saint-Jean-Baptiste,15e siecle,48.6700833638, 1.28293599802;
Bailleau-l'Eveque,Centre-Val de Loire,Eure-et-Loir,Chateau de Levesville,15e siecle,48.4901794598, 1.43291447909;
Saint-Maur-sur-le-Loir,Centre-Val de Loire,Eure-et-Loir,Restes de l'ancien chateau de Memillon,15e siecle,48.1428586089, 1.40208109274;
Marboue,Centre-Val de Loire,Eure-et-Loir,Eglise Saint-Pierre,15e siecle,48.1141538811, 1.33307932226;
Lormaye,Centre-Val de Loire,Eure-et-Loir,Tour de l'ancienne eglise dite Le Pilori,15e siecle,48.6469469031, 1.53967238845;
Maillebois,Centre-Val de Loire,Eure-et-Loir,Eglise Saint-Francois d'Assise,15e siecle,48.6316277309, 1.14915401675;
Terminiers,Centre-Val de Loire,Eure-et-Loir,Chateau de Villepion,15e siecle,48.1076043069, 1.7078945333;
Chartres,Centre-Val de Loire,Eure-et-Loir,Maison du Saumon,15e siecle,48.4467689424, 1.48921328121;
Fontaine-les-Ribouts,Centre-Val de Loire,Eure-et-Loir,Eglise Saint-Aignan,15e siecle,48.6539171318, 1.25508153814;
Nogent-le-Roi,Centre-Val de Loire,Eure-et-Loir,Eglise Saint-Sulpice,15e siecle,48.6479417614, 1.53331421924;
Logron,Centre-Val de Loire,Eure-et-Loir,Chateau de Chantemesle,15e siecle,48.1338657014, 1.26265776076;
Tavers,Centre-Val de Loire,Loiret,Ferme du Ver,15e siecle,47.7424134252, 1.60097280216;
Griselles,Centre-Val de Loire,Loiret,Pont sur la Clery dit Le Gril de Corbelin,15e siecle,48.0785685432, 2.81934716081;
Saint-Germain-des-Pres,Centre-Val de Loire,Loiret,Eglise Saint-Germain,15e siecle,47.9533518058, 2.84823486949;
Ferolles,Centre-Val de Loire,Loiret,Chateau de la Queuvre,15e siecle,47.8284741198, 2.1508081286;
Egry,Centre-Val de Loire,Loiret,Maison-forte de Gaudigny,15e siecle,48.0929701443, 2.44565185566;
Courcelles,Centre-Val de Loire,Loiret,Chateau de Courcelles-le-Roi,15e siecle,48.0955491165, 2.31365939534;
Saint-Gondon,Centre-Val de Loire,Loiret,Maison à&nbsp pans de bois,15e siecle,47.6991303784, 2.54176234475 pans de bois,15e siecle,47.6991303784, 2.54176234475;
Beaugency,Centre-Val de Loire,Loiret,Chateau de Dunois actuellement Musee de l'Orleanais,15e siecle,47.7777607224, 1.63370744814 actuellement Musee de l'Orleanais,15e siecle,47.7777607224, 1.63370744814;
Ladon,Centre-Val de Loire,Loiret,Eglise Saint-Hilaire,15e siecle,48.0021103981, 2.53557981794;
Griselles,Centre-Val de Loire,Loiret,Moulin Tosset,15e siecle,48.0771006237, 2.82866763404;
Ferrieres,Centre-Val de Loire,Loiret,Ancienne abbaye,15e siecle,48.0903828261, 2.78859403238;
Thignonville,Centre-Val de Loire,Loiret,Eglise Saint-Pierre et Saint-Marcou,15e siecle,48.2810863875, 2.17345830801;
Orleans,Centre-Val de Loire,Loiret,Maison dite de la Prevote,15e siecle,47.8999324046, 1.9071781659;
Orleans,Centre-Val de Loire,Loiret,Eglise Saint-Euverte,15e siecle,47.9027566497, 1.91789331059;
Saint-Gondon,Centre-Val de Loire,Loiret,Prieure,15e siecle,47.7005421861, 2.54232878387;
Gien,Centre-Val de Loire,Loiret,Ancien chateau actuellement Musee international de la Chasse,15e siecle,47.6847530722, 2.63158672076 actuellement Musee international de la Chasse,15e siecle,47.6847530722, 2.63158672076;
Merinville,Centre-Val de Loire,Loiret,Eglise Saint-Aignan,15e siecle,48.0816069291, 2.94217850069;
Beaulieu-sur-Loire,Centre-Val de Loire,Loiret,Chateau d'Assay,15e siecle,47.5633470921, 2.78833970647;
Vendoeuvres,Centre-Val de Loire,Indre,Ancienne eglise Saint-Pierre et Saint-Paul de Beauche et la chapelle Sainte-Catherine attenante,15e siecle,46.8125156226, 1.34557976955;
Orsennes,Centre-Val de Loire,Indre,Chateau de Breuil-Yvain,15e siecle,46.4851408774, 1.7029379636;
Argy,Centre-Val de Loire,Indre,Chateau d'Argy,15e siecle,46.9388172986, 1.43573223426;
Lourdoueix-Saint-Michel,Centre-Val de Loire,Indre,Eglise Saint-Michel,15e siecle,46.425698422, 1.72930747994;
Saint-Benoit-du-Sault,Centre-Val de Loire,Indre,Maison de l'Argentier,15e siecle,46.4399521554, 1.38935285682;
Prissac,Centre-Val de Loire,Indre,Chateau de la Garde-Giron,15e siecle,46.5301421836, 1.28871178192;
Pommiers,Centre-Val de Loire,Indre,Chateau du Chatelier,15e siecle,46.5264780485, 1.64326826116;
Velles,Centre-Val de Loire,Indre,Chateau de Beauregard,15e siecle,46.7055097551, 1.67129398666;
La Chatre,Centre-Val de Loire,Indre,Maison du 15e siecle à&nbsp pans de bois,15e siecle,46.5818793244, 1.98747397901 pans de bois,15e siecle,46.5818793244, 1.98747397901;
Le Pont-Chretien-Chabenet,Centre-Val de Loire,Indre,Eglise de Pont-Chretien,15e siecle,46.6298730027, 1.48137551841;
Chateauroux,Centre-Val de Loire,Indre,Chateau Raoul,15e siecle,46.8125932686, 1.68583944738;
Concremiers,Centre-Val de Loire,Indre,Chateau de Forges,15e siecle,46.5916800917, 1.00311256632;
Cluis,Centre-Val de Loire,Indre,Restes de l'ancien manoir de Cluis-Dessus,15e siecle,46.543951541, 1.75027023046;
La Berthenoux,Centre-Val de Loire,Indre,Tour de l'ancienne enceinte fortifiee,15e siecle,46.694997, 2.051228;
Villiers,Centre-Val de Loire,Indre,Chateau de Burlande,15e siecle,46.8640645337, 1.20662115186;
Clion,Centre-Val de Loire,Indre,Ancien manoir du Marteau,15e siecle,46.9358516556, 1.24574663195;
Reuilly,Centre-Val de Loire,Indre,Chateau de l'Ormeteau,15e siecle,47.070763227, 1.97357141484;
Prissac,Centre-Val de Loire,Indre,Ancienne commanderie,15e siecle,46.5386005162, 1.31487524438;
Lourdoueix-Saint-Michel,Centre-Val de Loire,Indre,Chateau du Plaix-Joliet,15e siecle,46.4037859571, 1.73150888788;
Sainte-Severe-sur-Indre,Centre-Val de Loire,Indre,Porte de ville dite Porte du Marche,15e siecle,46.4855786962, 2.06986722245 dite Porte du Marche,15e siecle,46.4855786962, 2.06986722245;
La Chatre,Centre-Val de Loire,Indre,Maison du 15e siecle,15e siecle,46.5807950215, 1.98670446146;
Azay-le-Ferron,Centre-Val de Loire,Indre,Chateau d'Azay-le-Ferron,15e siecle,46.8479798493, 1.06722705743;
Le Pont-Chretien-Chabenet,Centre-Val de Loire,Indre,Chateau du Chabenet,15e siecle,46.6249709507, 1.49861111921;
Issoudun,Centre-Val de Loire,Indre,Maison du 15e siecle,15e siecle,46.9476101379, 1.99089201242;
Vatan,Centre-Val de Loire,Indre,Eglise Saint-Laurian,15e siecle,47.0745040206, 1.81009049542;
La Chatre,Centre-Val de Loire,Indre,Ancien chateau seigneurial,15e siecle,46.5819992475, 1.99020024244;
La Chatre,Centre-Val de Loire,Indre,Puits gothique,15e siecle,46.580059255, 1.98844962113;
Rosnay,Centre-Val de Loire,Indre,Chateau du Bouchet,15e siecle,46.7186208672, 1.17248836458;
Lucay-le-Male,Centre-Val de Loire,Indre,Manoir de la Foulquetiere,15e siecle,47.1066897732, 1.40447355258;
Luzeret,Centre-Val de Loire,Indre,Ancienne commanderie de Malte,15e siecle,46.542492229, 1.3911793137;
Oulches,Centre-Val de Loire,Indre,Chateau de Cors,15e siecle,46.6314677372, 1.29424431817;
Mezieres-en-Brenne,Centre-Val de Loire,Indre,Ancien chateau,15e siecle,46.8198312608, 1.20899443361;
Chalais,Centre-Val de Loire,Indre,Chateau de la Gatevine et ses dependances,15e siecle,46.5536124889, 1.18038279777;
Issoudun,Centre-Val de Loire,Indre,Maison du 15e siecle,15e siecle,46.9476706348, 1.99090158517;
Issoudun,Centre-Val de Loire,Indre,Eglise Saint-Cyr,15e siecle,46.948149708, 1.99234565464;
La Chatre,Centre-Val de Loire,Indre,Maison dite Maison Pointue,15e siecle,46.5799633797, 1.98801916181 dite Maison Pointue,15e siecle,46.5799633797, 1.98801916181;
La Chatre,Centre-Val de Loire,Indre,Chapelle-fontaine du 15e siecle dite La Grand Font ou fontaine Sainte-Radegonde,15e siecle,46.5821485026, 1.990552537 dite La Grand Font ou fontaine Sainte-Radegonde,15e siecle,46.5821485026, 1.990552537;
Chatillon-sur-Indre,Centre-Val de Loire,Indre,Ancien prieure de Saint-Martin-de-Vertou dit Maison du Bailli,15e siecle,46.9880500939, 1.18761145982 dit Maison du Bailli,15e siecle,46.9880500939, 1.18761145982;
Lucay-le-Libre,Centre-Val de Loire,Indre,Chateau du Coudray,15e siecle,47.0980058639, 1.89765756062;
Clion,Centre-Val de Loire,Indre,Chateau de l'Isle-Savary,15e siecle,46.950081613, 1.23911236045;
La Chatre,Centre-Val de Loire,Indre,Auberge de Notre-Dame,15e siecle,46.5791979964, 1.98820936574;
Levroux,Centre-Val de Loire,Indre,Vestiges du chateau,15e siecle,46.9873717288, 1.61058916068;
Joue-les-Tours,Centre-Val de Loire,Indre-et-Loire,Manoir de Cherizy,15e siecle,47.356585, 0.689862;
Cinq-Mars-la-Pile,Centre-Val de Loire,Indre-et-Loire,Manoir de la Roche-Musset,15e siecle,47.340032, 0.435502;
Chinon,Centre-Val de Loire,Indre-et-Loire,Ancien palais du Bailliage,15e siecle,47.3305430782936, 1.06609874413307;
Huismes,Centre-Val de Loire,Indre-et-Loire,Chateaux d'Uzage et de Bonaventure,15e siecle,47.228764, 0.250109;
Saint-Nicolas-de-Bourgueil,Centre-Val de Loire,Indre-et-Loire,Manoir du Port-Guyet (ancien logis de Marie Dupin),15e siecle,47.299207, 0.119485;
Bridore,Centre-Val de Loire,Indre-et-Loire,Eglise paroissiale Saint-Roch,15e siecle,47.0263501779, 1.08271381675;
Chinon,Centre-Val de Loire,Indre-et-Loire,Maison à&nbsp pans de bois du 15e siecle,15e siecle,47.167417, 0.24295 pans de bois du 15e siecle,15e siecle,47.167417, 0.24295;
Amboise,Centre-Val de Loire,Indre-et-Loire,Tour d'enceinte,15e siecle,47.412643, 0.982601;
Chaveignes,Centre-Val de Loire,Indre-et-Loire,Chateau du Verger,15e siecle,47.027694, 0.352411;
Sainte-Maure-de-Touraine,Centre-Val de Loire,Indre-et-Loire,Ancien chateau,15e siecle,47.111281, 0.619691;
Chinon,Centre-Val de Loire,Indre-et-Loire,Eglise paroissiale Saint-Etienne,15e siecle,47.166618, 0.2435;
Chouze-sur-Loire,Centre-Val de Loire,Indre-et-Loire,Chateau des Reaux,15e siecle,47.242238, 0.116865;
Luynes,Centre-Val de Loire,Indre-et-Loire,Vieille halle,15e siecle,47.385473, 0.554156;
Chambourg-sur-Indre,Centre-Val de Loire,Indre-et-Loire,Vestiges du pont sur l'Indre du 15e siecle,15e siecle,47.172803, 0.968863;
Crissay-sur-Manse,Centre-Val de Loire,Indre-et-Loire,Maison du 15e siecle,15e siecle,47.154397, 0.492572;
Chinon,Centre-Val de Loire,Indre-et-Loire,Maison dite du Pilier,15e siecle,47.167495, 0.243125;
Amboise,Centre-Val de Loire,Indre-et-Loire,Chateau du Clos-Luce,15e siecle,47.410279, 0.992184;
Crissay-sur-Manse,Centre-Val de Loire,Indre-et-Loire,Maison à&nbsp pans de bois,15e siecle,47.161671, 0.509575 pans de bois,15e siecle,47.161671, 0.509575;
Sainte-Catherine-de-Fierbois,Centre-Val de Loire,Indre-et-Loire,Eglise paroissiale Saint-Catherine,15e siecle,47.156838, 0.678359;
La Membrolle-sur-Choisille,Centre-Val de Loire,Indre-et-Loire,Moulin Boutard,15e siecle,47.445693, 0.625274;
Druye,Centre-Val de Loire,Indre-et-Loire,Manoir de La Becthiere,15e siecle,47.299896, 0.538201;
Courcelles-de-Touraine,Centre-Val de Loire,Indre-et-Loire,Manoir de la Tannerie,15e siecle,47.489614, 0.326747;
Genille,Centre-Val de Loire,Indre-et-Loire,Ancienne abbaye de la Bourdilliere,15e siecle,47.186242421, 1.0866703982;
Monts,Centre-Val de Loire,Indre-et-Loire,Manoir de l'Ortiere,15e siecle,47.277506, 0.645762;
Maille,Centre-Val de Loire,Indre-et-Loire,Manoir de la Chetaliere,15e siecle,47.052254, 0.587646;
Parcay-sur-Vienne,Centre-Val de Loire,Indre-et-Loire,Chateau de la Breche,15e siecle,47.0928, 0.481199;
Lemere,Centre-Val de Loire,Indre-et-Loire,Eglise Saint-Hilaire,15e siecle,47.094864, 0.339638;
Saint-Michel-sur-Loire,Centre-Val de Loire,Indre-et-Loire,Le Vieux Chateau,15e siecle,47.30728, 0.349343;
Loches,Centre-Val de Loire,Indre-et-Loire,Maison dite d'Agnes Sorel,15e siecle,47.127341, 0.997571;
Saint-Bauld,Centre-Val de Loire,Indre-et-Loire,Ruines du chateau de Fontenay-Isore,15e siecle,47.180247, 0.838474;
Chinon,Centre-Val de Loire,Indre-et-Loire,Maison du 15e siecle dite aux Dragons engoulants,15e siecle,47.166811, 0.237831 dite aux Dragons engoulants,15e siecle,47.166811, 0.237831;
